Iterations,MAE,RMSE,MAPE,MSE,SMAPE,R2,MEDEA,MSLE,input_window_size,horizon,stride
0,104.00413304052572,115.36453636391526,30.68199172042655,13308.976250461128,26.530748818702353,0.3568645572835112,110.15632495139914,0.09684110679717114,45,15,5
5,102.44828389877101,119.87352205848218,33.2006172940163,14369.661290705415,26.93874324299558,0.38592753946837477,112.66236429323033,0.12152116570934252,45,15,5
10,125.31076428224694,144.43281996463332,34.545536779204916,20860.839482936186,30.010843124490687,0.22385087363728495,120.81447178601996,0.13317644116178926,45,15,5
15,125.06932333779727,146.43193430293476,35.88949298499832,21442.311383699,31.381048771171567,0.18716176477873847,128.61243366348128,0.1362322063004286,45,15,5
20,96.98832186394627,118.6621936202375,29.820085391084582,14080.716194766735,24.49628656080382,0.12704220023153268,76.54194446173034,0.09974807469292883,45,15,5
25,79.25716245762298,95.20783248654647,28.353115783351328,9064.531366786292,22.760576619529072,-0.2600625221810371,68.54282372939912,0.08952686372094212,45,15,5
30,100.18967350571042,116.3085318804345,37.38212643174333,13527.674588182048,29.784507695858984,-0.6828033366842929,99.95171268202395,0.13484163211302416,45,15,5
35,112.3486847110385,125.1846002931694,38.24568511931166,15671.184150560588,30.917973480129486,0.021101349164766137,100.0055376153627,0.13361685603233642,45,15,5
40,110.07930829247847,119.30691386906594,33.8659924641891,14234.13969696072,28.751047305914206,0.385597449023081,98.84582502198839,0.11180202768011066,45,15,5
45,153.3676618347905,234.17891823507688,24.93717652035607,54839.765745750825,27.60982430771494,0.05208060761793243,103.0178032030733,0.11706373391959421,45,15,5
50,199.34444396838344,310.7620825219689,33.75048611082956,96573.07193339102,34.598736004115246,0.07209418583323357,108.86308134077876,0.20577575507595527,45,15,5
55,198.0970980507269,307.32927910560835,35.935980149437235,94451.28579557293,35.22795860520909,0.11567898268071808,96.28185657198117,0.20325459331330836,45,15,5
60,197.39325028033164,223.18435769779097,3233.5977644710824,49811.25752097551,52.19830382974674,0.3134181413525927,185.4046707852399,2.203516734568786,45,15,5
