Iterations,MAE,RMSE,MAPE,MSE,SMAPE,R2,MEDEA,MSLE,input_window_size,horizon,stride
0,118.16969935322716,134.70268059731563,36.10667864265252,18144.812160102432,30.204059230327267,0.2291348937933121,115.66399437208182,0.13185435976339493,45,30,5
5,103.68614889135826,126.51582666557069,32.12596567641001,16006.254396872728,26.556912898405738,0.19945761344057522,106.35965102411325,0.1178523123606363,45,30,5
10,108.71619036780808,127.61540890247142,33.58432176963493,16285.692589344979,27.83787156889355,0.1489603386797852,101.21953051510161,0.12053476484958002,45,30,5
15,113.72367212009824,134.06833026472606,37.109500729951925,17974.31717997166,30.3743258844962,0.015820389388276568,97.73944237154834,0.1368057516532507,45,30,5
20,110.59813770725093,127.96609963262921,36.38452224255771,16375.322655187985,29.09504278671876,-0.007718433644215317,88.7175164972279,0.1288241755193357,45,30,5
25,99.90796075709468,115.11200391919,33.336544621411726,13250.773446291616,26.9839337463969,0.16702577797084983,90.24412130293624,0.11322726681041843,45,30,5
30,125.7567151716676,184.07024899370734,31.46009701049198,33881.85656460542,28.492717510629117,0.20921817408790833,93.42593759291907,0.12654634864924982,45,30,5
35,154.90216228804067,236.20619092167343,35.76260839013427,55793.364629726035,32.516012892946605,0.18390432558982084,98.01768228346381,0.16889889881896153,45,30,5
40,156.28365078549453,236.3661173783611,35.18620039203901,55868.94144452119,32.403881792310855,0.1717448658332531,99.6004178334428,0.16328381514859291,45,30,5
45,174.10093407383835,255.03872626991128,1678.332148793761,65044.75189737873,38.80422032834369,0.10318429185166889,118.8852343645762,1.1783030495372853,45,30,5
