Iterations,MAE,RMSE,MAPE,MSE,SMAPE,R2,MEDEA,MSLE,input_window_size,horizon,stride
0,139.7293966233388,201.96818521713433,35.35215069911771,40791.147839902675,31.126495586846186,0.1861880629220145,106.25699942800199,0.15741265403331148,30,30,5
5,131.5447597103738,182.5402046726129,33.8213806507224,33320.92632191941,29.358718308170605,0.32594463599353174,101.04341483288599,0.1380538415265196,30,30,5
10,101.31933630354267,121.52739926680282,28.612582226784237,14768.908772552906,25.168696468000118,0.2763501454866558,101.39004861806612,0.09914288119777988,30,30,5
15,118.42575633166528,134.280205724941,36.244919942312656,18031.17364953248,30.327674374764708,0.2339627179530075,113.7143213110559,0.13152243568947583,30,30,5
20,102.99052297657826,125.37324739768441,32.0418618162486,15718.45116304098,26.442191166465378,0.21385190469438664,105.55710917879668,0.11685484003779971,30,30,5
25,108.4082715530942,127.43914183161678,33.524428262062976,16240.734870778939,27.775679968075913,0.15130968927524002,101.59037050323516,0.12034806304570894,30,30,5
30,113.87401942342913,134.49526575255263,37.04370104896472,18088.97650984976,30.354056935052824,0.009542244104506326,99.98234503674274,0.13666688633606144,30,30,5
35,110.86119330410341,128.4947124954723,36.425828840749304,16510.891139294086,29.13737899152992,-0.016061161499512755,89.87992691560402,0.12929885012256914,30,30,5
40,100.70188098692888,115.32288029706986,33.522168538331634,13299.366720012302,27.168436312963006,0.16397109255664355,89.2167094237119,0.11354753769061411,30,30,5
45,125.51550231436762,184.1615885801876,31.410606471638918,33915.49070837829,28.384624897152428,0.20843317372717007,92.040297872267,0.12619991826025154,30,30,5
50,154.7945320144746,236.16887565758904,35.77193496288656,55775.73782936975,32.48581417968403,0.1841621547352743,100.48277979063587,0.169158552237256,30,30,5
55,156.57695298784128,236.27841911120217,35.28654378986219,55827.4913376889,32.48031131933857,0.1723593622405225,98.44308421289503,0.16356967537032382,30,30,5
60,174.6964800692742,254.81043919738815,1679.4545892734054,64928.35992396584,38.96458940384872,0.10478906621107831,116.7943661848247,1.178652967140921,30,30,5
