sku,date,region,order_id,net_revenue,quantity,year,month,day
BE20313,2023-02-28,BE_SHOP_DACH,43,1217.5093459195,47,2023,2,28
BE20313,2023-04-10,BE_SHOP_DACH,42,1327.87335611199,46,2023,4,10
BE20313,2023-05-02,BE_SHOP_DACH,53,1669.053950884,72,2023,5,2
BE20313,2023-05-08,BE_SHOP_DACH,39,918.7776334735,44,2023,5,8
BE20313,2023-05-18,BE_SHOP_DACH,5,108.140186927,5,2023,5,18
BE20313,2023-05-20,BE_SHOP_DACH,4,141.700934594,4,2023,5,20
BE20313,2023-06-02,BE_SHOP_DACH,4,134.242990668,5,2023,6,2
BE20313,2023-06-16,BE_SHOP_DACH,5,99.563551408,5,2023,6,16
BE20313,2023-06-24,BE_SHOP_DACH,3,66.104502974,3,2023,6,24
BE20313,2023-07-06,BE_SHOP_DACH,5,167.803738335,6,2023,7,6
BE20313,2023-07-08,BE_SHOP_DACH,5,163.261172484,5,2023,7,8
BE20313,2023-08-12,BE_SHOP_DACH,5,208.822429928,7,2023,8,12
