sku,date,region,order_id,net_revenue,quantity,year,month,day
BE20263,2022-10-15,BE_SHOP_DACH,1,33.476635512,2,2022,10,15
BE20263,2022-10-17,BE_SHOP_DACH,1,33.476635512,2,2022,10,17
BE20263,2022-10-18,BE_SHOP_DACH,3,68.813084108,4,2022,10,18
BE20263,2022-10-19,BE_SHOP_DACH,1,16.738317756,1,2022,10,19
BE20263,2022-10-20,BE_SHOP_DACH,3,53.9345794359999,3,2022,10,20
BE20263,2022-10-22,BE_SHOP_DACH,1,19.9,1,2022,10,22
BE20263,2022-10-24,BE_SHOP_DACH,2,58.3981308399999,3,2022,10,24
BE20263,2022-10-25,BE_SHOP_DACH,1,14.878504672,1,2022,10,25
BE20263,2022-10-26,BE_SHOP_DACH,1,18.59813084,1,2022,10,26
BE20263,2022-10-27,BE_SHOP_DACH,2,44.635514016,3,2022,10,27
BE20263,2022-11-02,BE_SHOP_DACH,2,29.757009344,2,2022,11,2
BE20263,2022-11-03,BE_SHOP_DACH,5,150.08691588,9,2022,11,3
BE20263,2022-11-04,BE_SHOP_DACH,4,70.672897192,4,2022,11,4
BE20263,2022-11-05,BE_SHOP_DACH,1,18.59813084,1,2022,11,5
BE20263,2022-11-10,BE_SHOP_DACH,1,15.808411214,1,2022,11,10
BE20263,2022-11-14,BE_SHOP_DACH,1,14.878504672,1,2022,11,14
BE20263,2022-11-17,BE_SHOP_DACH,1,18.59813084,1,2022,11,17
BE20263,2022-11-19,BE_SHOP_DACH,2,70.672897192,4,2022,11,19
BE20263,2022-11-21,BE_SHOP_DACH,2,28.8735981299999,2,2022,11,21
BE20263,2022-11-23,BE_SHOP_DACH,1,14.878504672,1,2022,11,23
BE20263,2022-11-25,BE_SHOP_DACH,42,667.1360874725,54,2022,11,25
BE20263,2022-11-28,BE_SHOP_DACH,42,770.922956625,56,2022,11,28
BE20263,2022-11-30,BE_SHOP_DACH,5,103.743755303999,6,2022,11,30
BE20263,2022-12-01,BE_SHOP_DACH,3,74.39252336,4,2022,12,1
BE20263,2022-12-02,BE_SHOP_DACH,3,66.953271024,4,2022,12,2
BE20263,2022-12-03,BE_SHOP_DACH,3,124.235514016,7,2022,12,3
BE20263,2022-12-04,BE_SHOP_DACH,4,76.9962616799999,5,2022,12,4
BE20263,2022-12-05,BE_SHOP_DACH,4,87.411214948,5,2022,12,5
BE20263,2022-12-06,BE_SHOP_DACH,3,55.79439252,3,2022,12,6
BE20263,2022-12-07,BE_SHOP_DACH,4,81.324553946,5,2022,12,7
BE20263,2022-12-09,BE_SHOP_DACH,4,100.429906536,7,2022,12,9
BE20263,2022-12-10,BE_SHOP_DACH,3,37.19626168,3,2022,12,10
BE20263,2022-12-11,BE_SHOP_DACH,4,74.39252336,4,2022,12,11
BE20263,2022-12-13,BE_SHOP_DACH,5,104.792013588,7,2022,12,13
BE20263,2022-12-14,BE_SHOP_DACH,2,33.0708581119999,2,2022,12,14
BE20263,2022-12-15,BE_SHOP_DACH,3,49.6570093439999,3,2022,12,15
BE20263,2022-12-18,BE_SHOP_DACH,1,14.878504672,1,2022,12,18
BE20263,2022-12-28,BE_SHOP_DACH,1,14.878504672,1,2022,12,28
BE20263,2023-01-02,BE_SHOP_DACH,1,18.59813084,1,2023,1,2
BE20263,2023-01-03,BE_SHOP_DACH,1,14.878504672,1,2023,1,3
BE20263,2023-01-04,BE_SHOP_DACH,2,29.757009344,2,2023,1,4
BE20263,2023-01-05,BE_SHOP_DACH,1,14.878504672,1,2023,1,5
BE20263,2023-01-08,BE_SHOP_DACH,2,29.757009344,2,2023,1,8
BE20263,2023-01-09,BE_SHOP_DACH,1,14.878504672,4,2023,1,9
BE20263,2023-01-10,BE_SHOP_DACH,1,19.9,3,2023,1,10
BE20263,2023-01-12,BE_SHOP_DACH,1,37.19626168,2,2023,1,12
BE20263,2023-01-15,BE_SHOP_DACH,1,18.59813084,1,2023,1,15
BE20263,2023-01-17,BE_SHOP_DACH,1,18.59813084,1,2023,1,17
BE20263,2023-01-20,BE_SHOP_DACH,1,18.59813084,1,2023,1,20
BE20263,2023-01-23,BE_SHOP_DACH,1,14.3205607468,1,2023,1,23
BE20263,2023-01-24,BE_SHOP_DACH,1,14.3205607468,1,2023,1,24
BE20263,2023-01-25,BE_SHOP_DACH,3,57.2822429872,4,2023,1,25
BE20263,2023-01-30,BE_SHOP_DACH,3,57.8401869124,4,2023,1,30
BE20263,2023-02-01,BE_SHOP_DACH,5,87.3484885259999,5,2023,2,1
BE20263,2023-02-02,BE_SHOP_DACH,2,33.476635512,2,2023,2,2
BE20263,2023-02-03,BE_SHOP_DACH,4,79.971962612,5,2023,2,3
BE20263,2023-02-04,BE_SHOP_DACH,2,33.476635512,2,2023,2,4
BE20263,2023-02-05,BE_SHOP_DACH,1,29.757009344,2,2023,2,5
BE20263,2023-02-06,BE_SHOP_DACH,3,53.4273576859999,3,2023,2,6
BE20263,2023-02-07,BE_SHOP_DACH,5,78.112149528,5,2023,2,7
BE20263,2023-02-08,BE_SHOP_DACH,4,66.953271024,4,2023,2,8
BE20263,2023-02-09,BE_SHOP_DACH,2,32.969413762,2,2023,2,9
BE20263,2023-02-10,BE_SHOP_DACH,5,115.308411208,7,2023,2,10
BE20263,2023-02-11,BE_SHOP_DACH,2,52.074766352,3,2023,2,11
BE20263,2023-02-12,BE_SHOP_DACH,5,100.429906536,6,2023,2,12
BE20263,2023-02-14,BE_SHOP_DACH,5,103.331214948,6,2023,2,14
BE20263,2023-02-15,BE_SHOP_DACH,1,15.808411214,1,2023,2,15
BE20263,2023-02-16,BE_SHOP_DACH,1,18.59813084,1,2023,2,16
BE20263,2023-02-17,BE_SHOP_DACH,4,65.5922259945,5,2023,2,17
BE20263,2023-02-18,BE_SHOP_DACH,3,63.233644856,4,2023,2,18
BE20263,2023-02-20,BE_SHOP_DACH,5,75.63859812628,5,2023,2,20
BE20263,2023-02-21,BE_SHOP_DACH,5,103.219626162,7,2023,2,21
BE20263,2023-02-24,BE_SHOP_DACH,5,114.378504665999,7,2023,2,24
BE20263,2023-02-25,BE_SHOP_DACH,3,55.79439252,3,2023,2,25
BE20263,2023-03-01,BE_SHOP_DACH,1,18.59813084,1,2023,3,1
BE20263,2023-03-04,BE_SHOP_DACH,4,59.108241288,4,2023,3,4
BE20263,2023-03-06,BE_SHOP_DACH,2,33.476635512,2,2023,3,6
BE20263,2023-03-09,BE_SHOP_DACH,5,85.044180114,5,2023,3,9
BE20263,2023-03-10,BE_SHOP_DACH,5,79.008241288,5,2023,3,10
BE20263,2023-03-11,BE_SHOP_DACH,3,46.4953271,3,2023,3,11
BE20263,2023-03-13,BE_SHOP_DACH,55,138.97875955,58,2023,3,13
BE20263,2023-03-14,BE_SHOP_DACH,129,108.9106542,133,2023,3,14
BE20263,2023-03-15,BE_SHOP_DACH,134,485.894766328,158,2023,3,15
BE20263,2023-03-16,BE_SHOP_DACH,56,92.9906542,58,2023,3,16
BE20263,2023-03-17,BE_SHOP_DACH,50,19.9,50,2023,3,17
BE20263,2023-03-18,BE_SHOP_DACH,66,44.635514016,69,2023,3,18
BE20263,2023-03-19,BE_SHOP_DACH,103,29.757009344,104,2023,3,19
BE20263,2023-03-21,BE_SHOP_DACH,3,52.074766352,3,2023,3,21
BE20263,2023-03-22,BE_SHOP_DACH,3,54.729226846,4,2023,3,22
BE20263,2023-03-23,BE_SHOP_DACH,1,37.19626168,2,2023,3,23
BE20263,2023-03-24,BE_SHOP_DACH,3,51.618266777,4,2023,3,24
BE20263,2023-03-25,BE_SHOP_DACH,4,75.745114694,5,2023,3,25
BE20263,2023-03-26,BE_SHOP_DACH,5,88.7638062819999,5,2023,3,26
BE20263,2023-03-30,BE_SHOP_DACH,4,56.5383177536,4,2023,3,30
BE20263,2023-04-01,BE_SHOP_DACH,2,28.2691588768,2,2023,4,1
BE20263,2023-04-02,BE_SHOP_DACH,2,29.757009344,2,2023,4,2
BE20263,2023-04-03,BE_SHOP_DACH,2,37.19626168,4,2023,4,3
BE20263,2023-04-04,BE_SHOP_DACH,2,29.757009344,2,2023,4,4
BE20263,2023-04-05,BE_SHOP_DACH,2,29.757009344,2,2023,4,5
BE20263,2023-04-07,BE_SHOP_DACH,1,37.19626168,2,2023,4,7
BE20263,2023-04-08,BE_SHOP_DACH,4,65.09345794,4,2023,4,8
BE20263,2023-04-11,BE_SHOP_DACH,5,76.252336444,5,2023,4,11
BE20263,2023-04-12,BE_SHOP_DACH,2,37.19626168,2,2023,4,12
BE20263,2023-04-14,BE_SHOP_DACH,3,37.19626168,3,2023,4,14
BE20263,2023-04-15,BE_SHOP_DACH,2,29.757009344,2,2023,4,15
BE20263,2023-04-17,BE_SHOP_DACH,3,44.635514016,3,2023,4,17
BE20263,2023-04-19,BE_SHOP_DACH,1,14.878504672,1,2023,4,19
BE20263,2023-04-20,BE_SHOP_DACH,2,42.775700932,3,2023,4,20
BE20263,2023-04-21,BE_SHOP_DACH,1,37.19626168,2,2023,4,21
BE20263,2023-04-22,BE_SHOP_DACH,1,14.878504672,1,2023,4,22
BE20263,2023-04-23,BE_SHOP_DACH,4,66.953271024,4,2023,4,23
BE20263,2023-04-24,BE_SHOP_DACH,5,79.971962612,5,2023,4,24
BE20263,2023-04-25,BE_SHOP_DACH,5,122.747663544,8,2023,4,25
BE20263,2023-04-26,BE_SHOP_DACH,4,59.514018688,4,2023,4,26
BE20263,2023-04-27,BE_SHOP_DACH,2,32.969413762,2,2023,4,27
BE20263,2023-04-28,BE_SHOP_DACH,3,44.635514016,3,2023,4,28
BE20263,2023-04-29,BE_SHOP_DACH,1,37.19626168,2,2023,4,29
BE20263,2023-04-30,BE_SHOP_DACH,3,37.19626168,3,2023,4,30
BE20263,2023-05-03,BE_SHOP_DACH,2,27.49141886,2,2023,5,3
BE20263,2023-05-05,BE_SHOP_DACH,3,42.775700932,3,2023,5,5
BE20263,2023-05-06,BE_SHOP_DACH,2,29.757009344,2,2023,5,6
BE20263,2023-05-11,BE_SHOP_DACH,2,55.79439252,3,2023,5,11
BE20263,2023-05-12,BE_SHOP_DACH,3,63.233644856,4,2023,5,12
BE20263,2023-05-13,BE_SHOP_DACH,1,16.738317756,1,2023,5,13
BE20263,2023-05-14,BE_SHOP_DACH,4,70.672897192,4,2023,5,14
BE20263,2023-05-15,BE_SHOP_DACH,2,48.355140184,3,2023,5,15
BE20263,2023-05-16,BE_SHOP_DACH,2,37.19626168,2,2023,5,16
BE20263,2023-05-17,BE_SHOP_DACH,5,154.195412056,9,2023,5,17
BE20263,2023-05-19,BE_SHOP_DACH,4,126.467289712,7,2023,5,19
BE20263,2023-05-20,BE_SHOP_DACH,2,46.4953271,3,2023,5,20
BE20263,2023-05-22,BE_SHOP_DACH,2,31.616822428,2,2023,5,22
BE20263,2023-05-23,BE_SHOP_DACH,1,55.79439252,3,2023,5,23
BE20263,2023-05-24,BE_SHOP_DACH,2,33.476635512,2,2023,5,24
BE20263,2023-05-25,BE_SHOP_DACH,3,50.2149532679999,3,2023,5,25
BE20263,2023-05-26,BE_SHOP_DACH,1,18.09090909,1,2023,5,26
BE20263,2023-05-28,BE_SHOP_DACH,2,32.5974511452,2,2023,5,28
BE20263,2023-05-29,BE_SHOP_DACH,5,80.7158878456,5,2023,5,29
BE20263,2023-06-01,BE_SHOP_DACH,1,14.5065420552,1,2023,6,1
BE20263,2023-06-02,BE_SHOP_DACH,2,52.074766352,3,2023,6,2
BE20263,2023-06-03,BE_SHOP_DACH,3,78.112149528,5,2023,6,3
BE20263,2023-06-05,BE_SHOP_DACH,3,71.974766352,5,2023,6,5
BE20263,2023-06-06,BE_SHOP_DACH,2,29.757009344,2,2023,6,6
BE20263,2023-06-07,BE_SHOP_DACH,4,62.023863531,4,2023,6,7
BE20263,2023-06-08,BE_SHOP_DACH,3,53.9345794359999,3,2023,6,8
BE20263,2023-06-10,BE_SHOP_DACH,4,66.953271024,4,2023,6,10
BE20263,2023-06-12,BE_SHOP_DACH,2,29.757009344,2,2023,6,12
BE20263,2023-06-13,BE_SHOP_DACH,4,62.4220900559999,4,2023,6,13
BE20263,2023-06-14,BE_SHOP_DACH,4,101.471401864,6,2023,6,14
BE20263,2023-06-15,BE_SHOP_DACH,1,14.878504672,1,2023,6,15
BE20263,2023-06-16,BE_SHOP_DACH,2,29.757009344,2,2023,6,16
BE20263,2023-06-17,BE_SHOP_DACH,1,14.878504672,1,2023,6,17
BE20263,2023-06-18,BE_SHOP_DACH,1,14.878504672,1,2023,6,18
BE20263,2023-06-19,BE_SHOP_DACH,5,101.833220045,6,2023,6,19
BE20263,2023-06-20,BE_SHOP_DACH,2,74.39252336,4,2023,6,20
BE20263,2023-06-21,BE_SHOP_DACH,4,92.432710276,5,2023,6,21
BE20263,2023-06-22,BE_SHOP_DACH,4,103.461401864,6,2023,6,22
BE20263,2023-06-23,BE_SHOP_DACH,3,53.246448596,3,2023,6,23
BE20263,2023-06-24,BE_SHOP_DACH,2,33.476635512,2,2023,6,24
BE20263,2023-06-25,BE_SHOP_DACH,2,35.336448596,2,2023,6,25
BE20263,2023-06-26,BE_SHOP_DACH,3,52.074766352,3,2023,6,26
BE20263,2023-06-28,BE_SHOP_DACH,2,44.635514016,3,2023,6,28
BE20263,2023-06-29,BE_SHOP_DACH,2,33.476635512,2,2023,6,29
BE20263,2023-07-01,BE_SHOP_DACH,4,94.765930326,6,2023,7,1
BE20263,2023-07-02,BE_SHOP_DACH,3,85.551401864,5,2023,7,2
BE20263,2023-07-03,BE_SHOP_DACH,4,63.233644856,4,2023,7,3
BE20263,2023-07-04,BE_SHOP_DACH,2,29.757009344,2,2023,7,4
BE20263,2023-07-05,BE_SHOP_DACH,2,29.757009344,2,2023,7,5
BE20263,2023-07-11,BE_SHOP_DACH,1,59.514018688,4,2023,7,11
BE20263,2023-07-13,BE_SHOP_DACH,2,37.19626168,2,2023,7,13
BE20263,2023-07-16,BE_SHOP_DACH,2,33.476635512,2,2023,7,16
BE20263,2023-07-17,BE_SHOP_DACH,2,36.181818181,2,2023,7,17
BE20263,2023-07-18,BE_SHOP_DACH,1,37.19626168,2,2023,7,18
BE20263,2023-07-19,BE_SHOP_DACH,3,68.813084108,4,2023,7,19
BE20263,2023-07-21,BE_SHOP_DACH,1,37.19626168,2,2023,7,21
BE20263,2023-07-23,BE_SHOP_DACH,1,16.738317756,1,2023,7,23
