sku,date,region,order_id,net_revenue,quantity,year,month,day
BE20198,2022-01-06,BE_SHOP_INT,1,33.25,1,2022,1,6
BE20198,2022-01-08,BE_SHOP_INT,1,99.75,3,2022,1,8
BE20198,2022-01-14,BE_SHOP_INT,1,33.25,1,2022,1,14
BE20198,2022-01-24,BE_SHOP_INT,1,26.6,1,2022,1,24
BE20198,2022-01-25,BE_SHOP_INT,1,30.176470584,1,2022,1,25
BE20198,2022-01-27,BE_SHOP_INT,1,33.25,1,2022,1,27
BE20198,2022-01-30,BE_SHOP_INT,1,53.2,2,2022,1,30
BE20198,2022-02-01,BE_SHOP_INT,1,66.5,2,2022,2,1
BE20198,2022-02-03,BE_SHOP_INT,1,33.25,1,2022,2,3
BE20198,2022-02-09,BE_SHOP_INT,1,26.6,1,2022,2,9
BE20198,2022-02-10,BE_SHOP_INT,1,29.925,1,2022,2,10
BE20198,2022-02-20,BE_SHOP_INT,2,66.77941176,2,2022,2,20
BE20198,2022-02-21,BE_SHOP_INT,1,66.5,2,2022,2,21
BE20198,2022-02-22,BE_SHOP_INT,1,53.647058816,2,2022,2,22
BE20198,2022-03-01,BE_SHOP_INT,1,33.25,1,2022,3,1
BE20198,2022-03-09,BE_SHOP_INT,1,66.5,2,2022,3,9
BE20198,2022-03-14,BE_SHOP_INT,1,56.525,2,2022,3,14
BE20198,2022-03-16,BE_SHOP_INT,1,26.6,1,2022,3,16
BE20198,2022-03-19,BE_SHOP_INT,1,53.2,2,2022,3,19
BE20198,2022-03-20,BE_SHOP_INT,1,56.525,2,2022,3,20
BE20198,2022-03-29,BE_SHOP_INT,1,29.925,1,2022,3,29
BE20198,2022-04-02,BE_SHOP_INT,1,33.25,1,2022,4,2
BE20198,2022-04-05,BE_SHOP_INT,1,67.05882352,2,2022,4,5
BE20198,2022-04-09,BE_SHOP_INT,1,39.9,1,2022,4,9
BE20198,2022-04-11,BE_SHOP_INT,1,33.52941176,1,2022,4,11
BE20198,2022-04-14,BE_SHOP_INT,1,24.9375,1,2022,4,14
BE20198,2022-04-21,BE_SHOP_INT,1,53.2,2,2022,4,21
BE20198,2022-04-22,BE_SHOP_INT,1,28.2625,1,2022,4,22
BE20198,2022-04-25,BE_SHOP_INT,1,26.6,1,2022,4,25
BE20198,2022-04-26,BE_SHOP_INT,1,53.2,2,2022,4,26
BE20198,2022-04-29,BE_SHOP_INT,1,33.25,1,2022,4,29
BE20198,2022-05-02,BE_SHOP_INT,1,29.925,1,2022,5,2
BE20198,2022-05-03,BE_SHOP_INT,1,33.25,1,2022,5,3
BE20198,2022-05-07,BE_SHOP_INT,1,33.25,1,2022,5,7
BE20198,2022-05-18,BE_SHOP_INT,1,33.25,1,2022,5,18
BE20198,2022-05-23,BE_SHOP_INT,1,33.25,1,2022,5,23
BE20198,2022-05-24,BE_SHOP_INT,1,33.25,1,2022,5,24
BE20198,2022-05-26,BE_SHOP_INT,1,33.25,1,2022,5,26
BE20198,2022-05-27,BE_SHOP_INT,1,33.52941176,1,2022,5,27
BE20198,2022-05-29,BE_SHOP_INT,1,26.6,1,2022,5,29
BE20198,2022-06-04,BE_SHOP_INT,1,29.925,1,2022,6,4
BE20198,2022-06-14,BE_SHOP_INT,1,33.52941176,1,2022,6,14
BE20198,2022-06-21,BE_SHOP_INT,1,33.25,1,2022,6,21
BE20198,2022-06-23,BE_SHOP_INT,1,33.52941176,1,2022,6,23
BE20198,2022-06-25,BE_SHOP_INT,1,33.25,1,2022,6,25
BE20198,2022-07-05,BE_SHOP_INT,1,29.925,1,2022,7,5
BE20198,2022-07-06,BE_SHOP_INT,1,33.25,1,2022,7,6
BE20198,2022-07-08,BE_SHOP_INT,1,80.470588224,3,2022,7,8
BE20198,2022-07-10,BE_SHOP_INT,2,58.1875,2,2022,7,10
BE20198,2022-07-13,BE_SHOP_INT,1,39.9,1,2022,7,13
BE20198,2022-07-14,BE_SHOP_INT,1,79.8,3,2022,7,14
BE20198,2022-07-15,BE_SHOP_INT,2,216.125,7,2022,7,15
BE20198,2022-07-18,BE_SHOP_INT,4,178.51617646,7,2022,7,18
BE20198,2022-07-19,BE_SHOP_INT,1,49.875,2,2022,7,19
BE20198,2022-07-20,BE_SHOP_INT,1,79.8,2,2022,7,20
BE20198,2022-07-24,BE_SHOP_INT,1,33.25,1,2022,7,24
BE20198,2022-07-31,BE_SHOP_INT,2,63.175,2,2022,7,31
BE20198,2022-08-01,BE_SHOP_INT,1,66.5,3,2022,8,1
BE20198,2022-08-03,BE_SHOP_INT,1,33.25,1,2022,8,3
BE20198,2022-08-05,BE_SHOP_INT,1,33.25,1,2022,8,5
BE20198,2022-08-07,BE_SHOP_INT,1,26.6,1,2022,8,7
BE20198,2022-09-02,BE_SHOP_INT,2,70.155924168,2,2022,9,2
BE20198,2022-09-05,BE_SHOP_INT,1,34.037914689,1,2022,9,5
BE20198,2022-09-06,BE_SHOP_INT,2,75.63981042,2,2022,9,6
BE20198,2022-09-09,BE_SHOP_INT,1,34.037914689,1,2022,9,9
BE20198,2022-09-13,BE_SHOP_INT,1,34.037914689,1,2022,9,13
BE20198,2022-09-16,BE_SHOP_INT,2,186.97878373,5,2022,9,16
BE20198,2022-09-18,BE_SHOP_INT,2,65.6546485375,2,2022,9,18
BE20198,2022-09-21,BE_SHOP_INT,1,79.8,2,2022,9,21
BE20198,2022-09-22,BE_SHOP_INT,1,37.81990521,1,2022,9,22
BE20198,2022-09-26,BE_SHOP_INT,1,30.255924168,1,2022,9,26
BE20198,2022-09-27,BE_SHOP_INT,1,68.075829378,2,2022,9,27
BE20198,2022-10-03,BE_SHOP_INT,2,94.549763025,3,2022,10,3
BE20198,2022-10-05,BE_SHOP_INT,1,30.255924168,1,2022,10,5
BE20198,2022-10-07,BE_SHOP_INT,1,27.222748816,1,2022,10,7
BE20198,2022-10-08,BE_SHOP_INT,2,81.668246448,3,2022,10,8
BE20198,2022-10-10,BE_SHOP_INT,3,98.682464458,3,2022,10,10
BE20198,2022-10-14,BE_SHOP_INT,1,30.625592418,1,2022,10,14
BE20198,2022-10-15,BE_SHOP_INT,2,64.654028438,2,2022,10,15
BE20198,2022-10-16,BE_SHOP_INT,1,34.02843602,1,2022,10,16
BE20198,2022-10-17,BE_SHOP_INT,1,34.02843602,1,2022,10,17
BE20198,2022-10-18,BE_SHOP_INT,1,33.55140187,1,2022,10,18
BE20198,2022-10-22,BE_SHOP_INT,1,34.02843602,1,2022,10,22
BE20198,2022-10-25,BE_SHOP_INT,1,28.34123223,1,2022,10,25
BE20198,2022-10-26,BE_SHOP_INT,1,21.2559241725,1,2022,10,26
BE20198,2022-10-29,BE_SHOP_INT,2,51.014218014,2,2022,10,29
BE20198,2022-10-30,BE_SHOP_INT,1,89.420560736,4,2022,10,30
BE20198,2022-10-31,BE_SHOP_INT,2,49.5971564025,2,2022,10,31
BE20198,2022-11-01,BE_SHOP_INT,2,49.2991761524999,2,2022,11,1
BE20198,2022-11-20,BE_SHOP_INT,1,37.81990521,1,2022,11,20
BE20198,2022-11-21,BE_SHOP_INT,1,27.9672897225,1,2022,11,21
BE20198,2022-11-22,BE_SHOP_INT,2,56.729857815,2,2022,11,22
BE20198,2022-11-23,BE_SHOP_INT,3,152.56443726,5,2022,11,23
BE20198,2022-11-24,BE_SHOP_INT,1,37.81990521,1,2022,11,24
BE20198,2022-11-25,BE_SHOP_INT,4,163.72715595,6,2022,11,25
BE20198,2022-11-26,BE_SHOP_INT,2,54.8388625545,2,2022,11,26
BE20198,2022-11-27,BE_SHOP_INT,1,132.369668235,5,2022,11,27
BE20198,2022-11-28,BE_SHOP_INT,1,26.473933647,1,2022,11,28
BE20198,2022-12-02,BE_SHOP_INT,1,37.81990521,1,2022,12,2
BE20198,2022-12-10,BE_SHOP_INT,1,37.81990521,1,2022,12,10
BE20198,2022-12-12,BE_SHOP_INT,1,32.1469194285,1,2022,12,12
BE20198,2022-12-13,BE_SHOP_INT,1,30.255924168,1,2022,12,13
BE20198,2022-12-18,BE_SHOP_INT,1,189.09952605,5,2022,12,18
BE20198,2022-12-27,BE_SHOP_INT,1,33.55140187,1,2022,12,27
BE20198,2023-01-02,BE_SHOP_INT,2,60.511848336,2,2023,1,2
BE20198,2023-01-05,BE_SHOP_INT,2,60.511848336,2,2023,1,5
BE20198,2023-01-07,BE_SHOP_INT,1,30.255924168,1,2023,1,7
BE20198,2023-01-09,BE_SHOP_INT,1,34.037914689,1,2023,1,9
BE20198,2023-01-10,BE_SHOP_INT,1,34.02843602,1,2023,1,10
