sku,date,region,order_id,net_revenue,quantity,year,month,day
BE20293,2022-11-06,BE_SHOP_INT,1,20.75829384,1,2022,11,6
BE20293,2022-11-16,BE_SHOP_INT,1,18.682464456,1,2022,11,16
BE20293,2022-11-21,BE_SHOP_INT,1,16.373831776,1,2022,11,21
BE20293,2022-11-22,BE_SHOP_INT,1,15.56872038,1,2022,11,22
BE20293,2022-11-27,BE_SHOP_INT,1,16.373831776,1,2022,11,27
BE20293,2022-12-03,BE_SHOP_INT,1,18.682464456,1,2022,12,3
BE20293,2023-01-02,BE_SHOP_INT,1,16.606635072,1,2023,1,2
BE20293,2023-01-07,BE_SHOP_INT,1,41.51658768,2,2023,1,7
BE20293,2023-01-08,BE_SHOP_INT,1,20.75829384,1,2023,1,8
BE20293,2023-01-09,BE_SHOP_INT,1,20.75829384,1,2023,1,9
BE20293,2023-01-12,BE_SHOP_INT,2,103.7914692,5,2023,1,12
BE20293,2023-01-14,BE_SHOP_INT,1,33.213270144,2,2023,1,14
BE20293,2023-01-15,BE_SHOP_INT,1,16.606635072,1,2023,1,15
BE20293,2023-01-16,BE_SHOP_INT,1,20.75829384,1,2023,1,16
BE20293,2023-02-19,BE_SHOP_INT,1,20.75829384,1,2023,2,19
BE20293,2023-02-22,BE_SHOP_INT,2,56.047393368,4,2023,2,22
BE20293,2023-03-08,BE_SHOP_INT,1,20.75829384,1,2023,3,8
BE20293,2023-03-12,BE_SHOP_INT,3,58.123222752,3,2023,3,12
BE20293,2023-03-14,BE_SHOP_INT,2,37.1321256159999,2,2023,3,14
BE20293,2023-03-15,BE_SHOP_INT,1,18.682464456,1,2023,3,15
BE20293,2023-03-23,BE_SHOP_INT,1,22.947867297,1,2023,3,23
BE20293,2023-04-04,BE_SHOP_INT,2,45.895734594,2,2023,4,4
BE20293,2023-04-07,BE_SHOP_INT,1,25.49763033,1,2023,4,7
BE20293,2023-04-13,BE_SHOP_INT,2,25.49763033,2,2023,4,13
BE20293,2023-04-24,BE_SHOP_INT,1,25.49763033,1,2023,4,24
BE20293,2023-04-30,BE_SHOP_INT,1,20.398104264,1,2023,4,30
BE20293,2023-05-01,BE_SHOP_INT,1,25.49763033,1,2023,5,1
BE20293,2023-05-05,BE_SHOP_INT,1,71.393364924,4,2023,5,5
BE20293,2023-05-08,BE_SHOP_INT,2,44.6208530775,2,2023,5,8
BE20293,2023-05-16,BE_SHOP_INT,1,20.398104264,1,2023,5,16
BE20293,2023-05-21,BE_SHOP_INT,1,25.49763033,1,2023,5,21
BE20293,2023-05-29,BE_SHOP_INT,1,19.8881516574,1,2023,5,29
BE20293,2023-06-04,BE_SHOP_INT,1,20.398104264,1,2023,6,4
BE20293,2023-06-11,BE_SHOP_INT,1,53.8,2,2023,6,11
BE20293,2023-06-14,BE_SHOP_INT,1,50.99526066,2,2023,6,14
BE20293,2023-07-12,BE_SHOP_INT,1,71.7599999999999,3,2023,7,12
BE20293,2023-07-27,BE_SHOP_INT,2,56.68246446,3,2023,7,27
BE20293,2023-07-28,BE_SHOP_INT,1,22.672985784,1,2023,7,28
BE20293,2023-08-03,BE_SHOP_INT,1,25.507109007,1,2023,8,3
BE20293,2023-08-06,BE_SHOP_INT,1,28.34123223,1,2023,8,6
BE20293,2023-08-07,BE_SHOP_INT,1,25.507109007,1,2023,8,7
