Iterations,MAE,RMSE,MAPE,MSE,SMAPE,R2,MEDEA,MSLE,input_window_size,horizon,stride
0,136.62139326231332,176.8265994672648,37.551618716092456,31267.646279156488,31.51000953398137,0.34483401642303446,116.14422540426193,0.14691233626070319,30,35,5
5,122.38785306812338,159.80869267138,30.498818281309575,25538.81825333558,27.25243649001935,0.4417622525292385,101.70370608158726,0.10834571231477062,30,35,5
10,97.02413848473991,114.16378819586697,27.99883900896158,13033.370535230773,24.543292756122472,0.35623065448937585,80.75883319246088,0.08520667946684532,30,35,5
15,83.14822903676385,105.64445087794003,22.343128069678595,11160.750001301483,21.39788706078423,0.46223556080549055,80.29059187649432,0.06933250591113248,30,35,5
20,83.45596205909162,103.02084990233755,24.083511567066676,10613.29551459996,21.90677740117509,0.41822951270335895,68.86833026454121,0.07300621327281426,30,35,5
25,95.53213120356459,111.89650296902606,28.93357424018706,12520.827376697258,25.85870149476251,0.3557445027070997,88.56869073908376,0.08971244580619768,30,35,5
30,91.78447069932777,113.89269626923563,25.503778971358628,12971.546263476359,24.30715781800882,0.32082505147370477,75.91345009197693,0.08309584605718434,30,35,5
35,103.7359533220344,121.66411308152865,32.00176527227864,14802.156411914993,26.601176002892934,0.1736050815839738,106.49960768663686,0.1049141757418165,30,35,5
40,113.990801894814,185.912365129367,26.89390587916916,34563.40750799508,26.080649507787268,0.13427583744985516,88.30302155959413,0.11766543859553728,30,35,5
45,141.51934835567909,239.54583904855963,27.541027308392955,57382.209005478435,29.628403905426044,0.03500378153483308,98.39348189070381,0.15590122755248212,30,35,5
50,137.02512260762234,236.37230540146382,27.491937673306865,55871.86676080288,28.37337890364968,0.06692922388719458,86.35946245474543,0.1501672199694381,30,35,5
55,158.83683597808263,252.25544489162073,1241.4895771527265,63632.8094774695,37.20188041702877,0.05572232909324659,114.90746373764534,0.9919375755520292,30,35,5
