Iterations,MAE,RMSE,MAPE,MSE,SMAPE,R2,MEDEA,MSLE,input_window_size,horizon,stride
0,88.32640981482967,102.29433253276585,25.156596624949078,10464.130468324078,22.13505212958086,0.49433727623072965,76.74105547974222,0.06678378653972182,45,15,5
5,97.52828985304441,111.10491094806228,29.02258585066543,12344.30123677685,24.68854596778974,0.4724791850929546,84.76232049972214,0.08879699385230092,45,15,5
10,120.42265185774895,136.59412235635264,32.028312409722446,18657.954262302235,29.396432305199326,0.3058114985139079,127.84135768922425,0.11267440259283586,45,15,5
15,107.05517649351233,139.88637334960387,24.136484606709782,19568.197448904768,26.801542211772794,0.2582059463551617,92.7632908035132,0.10538726952125534,45,15,5
20,75.82383797917046,99.48517375583177,19.667795440572494,9897.299797228037,19.040858532485935,0.3864001706214194,67.8482437584405,0.05298986164093644,45,15,5
25,50.68379492385342,60.691342544686265,16.1576503829673,3683.439059876445,14.957679992248792,0.48796431671088214,41.62114064346764,0.03179642672022693,45,15,5
30,71.14924169774211,83.58744780921056,24.787712323625474,6986.8614312575,22.070449489515624,0.13085477826747605,66.31844793982896,0.0682978096725798,45,15,5
35,99.12901157660882,112.44354375059221,33.03166804633589,12643.550531191344,27.79410573963648,0.2102221224739056,103.86488975318048,0.10530102429463316,45,15,5
40,116.80630222429302,126.79393692442824,30.93621270295736,16076.702440795885,29.575629517196266,0.30606505196580913,118.63321463663266,0.10113357110823361,45,15,5
45,198.49744554221107,288.4650225974664,30.771898184046087,83212.06926215677,38.33118560947615,-0.43834192325939947,164.56191880105052,0.23161792758257416,45,15,5
50,199.74379035555268,334.4740169444259,29.024226388539603,111872.86801094012,33.357315638910706,-0.07491128320388651,105.12231323098217,0.22830511959134756,45,15,5
55,174.86120512450407,310.26515648429535,27.026913161319214,96264.46732822427,29.376689714931263,0.0987026702458701,66.71044023632578,0.18089246682842294,45,15,5
60,253.17725341556428,272.33072939144853,3552.6064275244826,74164.02617087838,61.600461139872245,-0.022252347508680437,246.8847796682835,2.365098157534851,45,15,5
